,ID,IDADE,FAIXA IDADE,GENERO,COR/RACA/ETNIA,PCD,EXPERIENCIA_PROFISSIONAL_PREJUDICADA,PREJUDICA?,ASPECTOS_PREJUDICADOS,VIVE_NO_BRASIL,ESTADO ONDE MORA,UF ONDE MORA,REGIAO ONDE MORA,MUDOU DE ESTADO?,REGIAO DE ORIGEM,NIVEL DE ENSINO,ÁREA DE FORMAÇÃO,COMPUTAÇÃO?,QUAL SUA SITUAÇÃO ATUAL DE TRABALHO?,SETOR,NUMERO DE FUNCIONARIOS,GESTOR?,CARGO COMO GESTOR,CARGO ATUAL,NIVEL,FAIXA SALARIAL,QUANTO TEMPO DE EXPERIÊNCIA NA ÁREA DE DADOS VOCÊ TEM?,QUANTO TEMPO DE EXPERIÊNCIA NA ÁREA DE TI/ENGENHARIA DE SOFTWARE VOCÊ TEVE ANTES DE COMEÇAR A TRABALHAR NA ÁREA DE DADOS?,SALARIO
2193,hus8a9khf4591bm5su86q1q7hus8af9m,37,35-39,Masculino,Branca,Não,,FALSE,,TRUE,São Paulo (SP),SP,Sudeste,1,,Mestrado,Química / Física,FALSE,"Desempregado, buscando recolocação",,,,,,,,,,
2194,hujoip2y9u6v1wo6f6y4hujoipbcooa3,25,25-29,Feminino,Branca,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",FALSE,"Oportunidades de progressão de carreira, Velocidade de progressão de carreira, Senioridade das vagas recebidas em relação à sua experiência, Atenção dada pelas pessoas diante das minhas opiniões e ideias",TRUE,Pernambuco (PE),PE,Nordeste,1,,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,FALSE,Empregado (CLT),Área de Consultoria,Acima de 3.000,0,,Analista de BI/BI Analyst,Pleno,de R$ 1.001/mês a R$ 2.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,1500
2195,huj2230xvl8j5crx35ohuj2230gz390i,26,25-29,Masculino,Preta,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,FALSE,,TRUE,São Paulo (SP),SP,Sudeste,1,,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,FALSE,Empregado (CLT),Setor Farmaceutico,Acima de 3.000,0,,Analista de BI/BI Analyst,Júnior,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,de 1 a 2 anos,5000
2196,huhu88871sh84zkwuy94huhu8ifnfr9n,31,30-34,Masculino,Preta,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,FALSE,,TRUE,São Paulo (SP),SP,Sudeste,1,,Pós-graduação,Outras Engenharias,FALSE,"Desempregado, buscando recolocação",,,,,,,,,,
2197,huhrq7dhv8j6q73phuhr0ahz06emt8p8,26,25-29,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,FALSE,,FALSE,,,,,,Mestrado,Outras Engenharias,FALSE,Vivo fora do Brasil e trabalho para empresa de fora do Brasil,Telecomunicação,Acima de 3.000,0,,Cientista de Dados/Data Scientist,Pleno,de R$ 12.001/mês a R$ 16.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,14000
2198,huenggwmtve6xavhuengg0jn0on77muu,21,17-21,Masculino,Branca,Não,,FALSE,,TRUE,Minas Gerais (MG),MG,Sudeste,0,Sudeste,Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,FALSE,Estagiário,Indústria,Acima de 3.000,0,,Economista,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,1500
2199,htzkpulev2ccoi2oqs45htzkpulxoswa,27,25-29,Masculino,Preta,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,FALSE,,TRUE,Minas Gerais (MG),MG,Sudeste,1,,Graduação/Bacharelado,Ciências Sociais,FALSE,Servidor Público,Setor Público,Acima de 3.000,1,Supervisor/Coordenador,,,de R$ 6.001/mês a R$ 8.000/mês,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,7000
2200,htw6b6eddy9zep536htw6btbd5tbfzaj,32,30-34,Feminino,Branca,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",TRUE,Aprovação em processos seletivos/entrevistas,TRUE,Bahia (BA),BA,Nordeste,1,,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,TRUE,Empregado (CLT),Finanças ou Bancos,Acima de 3.000,0,,Cientista de Dados/Data Scientist,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 4 a 6 anos,de 3 a 4 anos,7000
2201,htjz3snaa3kudpyehtjj8av70s0mb21g,25,25-29,Feminino,Branca,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,FALSE,,TRUE,Minas Gerais (MG),MG,Sudeste,1,,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,FALSE,Empregado (CLT),Finanças ou Bancos,de 501 a 1.000,0,,Analista de Dados/Data Analyst,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,10000
2202,htbnrlsj97xwht4p2x8re554ycd4p2x8,27,25-29,Masculino,Preta,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",TRUE,Nível de cobrança no trabalho / Stress no trabalho,TRUE,Minas Gerais (MG),MG,Sudeste,1,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,TRUE,Empregado (CLT),Finanças ou Bancos,Acima de 3.000,0,,Outra Opção,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,de 1 a 2 anos,5000
2203,ht913091hl6yht91vz816j6agnohvjlt,26,25-29,Masculino,Branca,Não,,FALSE,,TRUE,Rio Grande do Sul (RS),RS,Sul,1,,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,TRUE,Empregado (CLT),Finanças ou Bancos,Acima de 3.000,0,,Analista de Dados/Data Analyst,Júnior,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,Menos de 1 ano,3500
2204,hssnm5u7eaj3zds7qtsz6chssnm5o30p,28,25-29,Masculino,Branca,Não,,FALSE,,TRUE,Espírito Santo (ES),ES,Sudeste,1,,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,FALSE,Empregado (CLT),Finanças ou Bancos,de 6 a 10,0,,Outra Opção,Pleno,de R$ 1.001/mês a R$ 2.000/mês,Mais de 10 anos,de 1 a 2 anos,1500
2205,hsmnp27zbk7bx9a589gbm27hsmnp27i8,26,25-29,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,FALSE,,TRUE,Rio de Janeiro (RJ),RJ,Sudeste,1,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,TRUE,Empregado (CLT),Tecnologia/Fábrica de Software,de 501 a 1.000,0,,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,de 3 a 4 anos,10000
2206,hs7sgje5nqwndt3xhs7sgjbhmbb9wlvv,27,25-29,Masculino,Branca,Não,,FALSE,,TRUE,Rio Grande do Sul (RS),RS,Sul,1,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,TRUE,Empreendedor ou Empregado (CNPJ),Tecnologia/Fábrica de Software,de 501 a 1.000,0,,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 4 a 6 anos,de 3 a 4 anos,14000
2207,hs10qlzdzwkife54ghs10x4rkbc8ew5s,33,30-34,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,FALSE,,TRUE,São Paulo (SP),SP,Sudeste,1,,Graduação/Bacharelado,Outras Engenharias,FALSE,Empregado (CLT),Finanças ou Bancos,Acima de 3.000,0,,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,de 1 a 2 anos,5000
2208,hrvz70rr1sn8krf976dze1hrvz70jklw,32,30-34,Masculino,Amarela,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,FALSE,,TRUE,São Paulo (SP),SP,Sudeste,1,,Estudante de Graduação,Outra opção,FALSE,Empregado (CLT),Varejo,de 501 a 1.000,0,,Analista de Dados/Data Analyst,Júnior,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,3500
2209,hroshkhslhpweh3hroplmh4twddwdbbh,26,25-29,Masculino,Branca,Não,,FALSE,,TRUE,Espírito Santo (ES),ES,Sudeste,1,,Graduação/Bacharelado,Outra opção,FALSE,Empregado (CLT),Finanças ou Bancos,de 101 a 500,0,,Cientista de Dados/Data Scientist,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,10000
2210,hr7ozzakcsguo67ihr7ogm9gsbpeqipl,53,50-54,Masculino,Branca,Não,,FALSE,,TRUE,São Paulo (SP),SP,Sudeste,1,,Mestrado,Outras Engenharias,FALSE,"Desempregado, buscando recolocação",,,,,,,,,,
2211,hr1z2uoieaf6eu3hr1zu39j0gofs31l5,54,50-54,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,FALSE,,TRUE,São Paulo (SP),SP,Sudeste,0,Nordeste,Mestrado,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,FALSE,Empreendedor ou Empregado (CNPJ),Área da Saúde,Acima de 3.000,1,Gerente/Head,,,Acima de R$ 40.001/mês,de 4 a 6 anos,Menos de 1 ano,40000
2212,hqtcz1mvw3ky7js4sc1hqtcz1vwnator,35,35-39,Feminino,Branca,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,FALSE,,TRUE,São Paulo (SP),SP,Sudeste,1,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,TRUE,Empregado (CLT),Indústria,Acima de 3.000,0,,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,de R$ 12.001/mês a R$ 16.000/mês,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,14000
2213,hqm27o7489s2wv3hu8n57qu95sx935c9,45,45-49,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,FALSE,,TRUE,São Paulo (SP),SP,Sudeste,0,Norte,Mestrado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,FALSE,Empregado (CLT),Tecnologia/Fábrica de Software,de 1.001 a 3.000,1,Supervisor/Coordenador,,,de R$ 16.001/mês a R$ 20.000/mês,Mais de 10 anos,Mais de 10 anos,18000
2214,hqlf2n2p175vcgxr0d4zjhqlf2n2p1lb,52,50-54,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,FALSE,,TRUE,São Paulo (SP),SP,Sudeste,1,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,TRUE,Empregado (CLT),Tecnologia/Fábrica de Software,Acima de 3.000,0,,Analista de Dados/Data Analyst,Sênior,de R$ 12.001/mês a R$ 16.000/mês,Mais de 10 anos,de 3 a 4 anos,14000
2215,hqhnrot9qave1fvrg5hqhnr0o7nc7ykt,23,22-24,Masculino,Branca,Não,,FALSE,,TRUE,Minas Gerais (MG),MG,Sudeste,1,,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,TRUE,Empregado (CLT),Finanças ou Bancos,de 501 a 1.000,0,,Analista de BI/BI Analyst,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,de 3 a 4 anos,5000
2216,hpylywvlh6il1ibdfgfhpyzndqqlr7ot,37,35-39,Feminino,Preta,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",TRUE,"Senioridade das vagas recebidas em relação à sua experiência, Aprovação em processos seletivos/entrevistas",TRUE,São Paulo (SP),SP,Sudeste,1,,Graduação/Bacharelado,Outra opção,FALSE,Empregado (CLT),Outra Opção,de 1 a 5,0,,Outra Opção,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,Menos de 1 ano,1500
2217,hprjir600krootymlqpyu6vmhprjir60,37,35-39,Feminino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,FALSE,,TRUE,Santa Catarina (SC),SC,Sul,0,Sul,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,TRUE,Empregado (CLT),Tecnologia/Fábrica de Software,de 11 a 50,0,,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 7 a 10 anos,de 1 a 2 anos,10000
2218,hpjki1tigfhwbqpl6ulwhpjki1c6e24r,34,30-34,Masculino,Branca,Não,,FALSE,,TRUE,Paraná (PR),PR,Sul,1,,Doutorado ou Phd,Economia/ Administração / Contabilidade / Finanças/ Negócios,FALSE,Trabalho na área Acadêmica/Pesquisador,,,,,,,,,,
2219,hoyx3p60bcgd4frfwhoyxachvhul88jv,22,22-24,Masculino,Branca,Não,,FALSE,,TRUE,Rio Grande do Sul (RS),RS,Sul,1,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,TRUE,Empregado (CLT),Finanças ou Bancos,de 101 a 500,0,,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,10000
2220,hoql8x1axjrxo1de7vbhoql8booovo4k,31,30-34,Feminino,Branca,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,FALSE,,TRUE,Paraná (PR),PR,Sul,0,Sul,Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo,FALSE,Empregado (CLT),Varejo,Acima de 3.000,0,,Outra Opção,Sênior,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Menos de 1 ano,7000
2221,hof7v0t70zfikhof7n496s64pzd0f66f,,55+,Masculino,Branca,Sim,"Sim, acredito que minha experiência profissional seja afetada devido ao fato de ser PCD",FALSE,"Relação com outros membros da empresa, em momentos de trabalho, Oportunidades de progressão de carreira, Aprovação em processos seletivos/entrevistas",TRUE,São Paulo (SP),SP,Sudeste,1,,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,TRUE,Trabalho na área Acadêmica/Pesquisador,,,,,,,,,,
2222,hnpvbznmwaubsli5uehnpvbuasopgn05,34,30-34,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,FALSE,,TRUE,Minas Gerais (MG),MG,Sudeste,1,,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,FALSE,Empregado (CLT),Setor Alimentício,de 1.001 a 3.000,0,,Analista de BI/BI Analyst,Júnior,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,5000
2223,hnck2em70k20smown2vsvhnck2embz76,23,22-24,Masculino,Branca,Não,,FALSE,,TRUE,Rio Grande do Sul (RS),RS,Sul,1,,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,TRUE,Empregado (CLT),Indústria,de 101 a 500,0,,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,Júnior,de R$ 2.001/mês a R$ 3.000/mês,Menos de 1 ano,Menos de 1 ano,2500
2224,hn9k95q5w6iikymfekhohn9k9gddk40g,29,25-29,Feminino,Branca,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",FALSE,"Quantidade de oportunidades de emprego/vagas recebidas, Senioridade das vagas recebidas em relação à sua experiência, Oportunidades de progressão de carreira, Nível de cobrança no trabalho / Stress no trabalho, Atenção dada pelas pessoas diante das minhas opiniões e ideias, Relação com outros membros da empresa, em momentos de trabalho",TRUE,São Paulo (SP),SP,Sudeste,1,,Pós-graduação,Outras Engenharias,FALSE,Empregado (CLT),Setor Alimentício,de 501 a 1.000,0,,Analista de Dados/Data Analyst,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,5000
2225,hmtpucfkvhtwcz1tuhmtpucu8qibmi8c,,55+,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,FALSE,,TRUE,,,Norte,0,Sudeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,TRUE,Estagiário,Outra Opção,de 101 a 500,0,,Outra Opção,Júnior,Menos de R$ 1.000/mês,Menos de 1 ano,Menos de 1 ano,1000
2226,hmhejyv9p850qewypxc42hmhejyvat0x,20,17-21,Masculino,Branca,Não,,FALSE,,TRUE,Santa Catarina (SC),SC,Sul,0,Sudeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,TRUE,Estagiário,Indústria,de 101 a 500,0,,Analista de BI/BI Analyst,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,Menos de 1 ano,1500
2227,hmdj2mdgc7ods8xhmdjdqf092oq4jxha,27,25-29,Masculino,Branca,Não,,FALSE,,TRUE,São Paulo (SP),SP,Sudeste,1,,Graduação/Bacharelado,Outras Engenharias,FALSE,Empregado (CLT),Tecnologia/Fábrica de Software,de 101 a 500,0,,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,10000
2228,hmbrdhsmup7z4fqi7hmbr65xtije1drg,30,30-34,Feminino,Branca,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,FALSE,,TRUE,Paraná (PR),PR,Sul,1,,Mestrado,Química / Física,FALSE,"Desempregado, buscando recolocação",,,,,,,,,,
2229,hln7yxp7rk6febctqihhln7y5n8mnq7i,34,30-34,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,FALSE,,TRUE,Rio de Janeiro (RJ),RJ,Sudeste,1,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,TRUE,Somente Estudante (graduação),,,,,,,,,,
2230,hll06x40gpba7vemlkhll069jabj792g,21,17-21,Masculino,Branca,Não,,FALSE,,TRUE,Paraná (PR),PR,Sul,1,,Estudante de Graduação,Outras Engenharias,FALSE,Estagiário,Tecnologia/Fábrica de Software,de 11 a 50,0,,Analista de Inteligência de Mercado/Market Intelligence,Júnior,de R$ 2.001/mês a R$ 3.000/mês,de 1 a 2 anos,Menos de 1 ano,2500
2231,hlgeixi9p8vwhpg3oytqhlgeixbah6qs,50,50-54,Feminino,Branca,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,FALSE,,TRUE,Rio Grande do Sul (RS),RS,Sul,1,,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,FALSE,"Desempregado, buscando recolocação",,,,,,,,,,
2232,hlge981bwr31tk58lhlge981i2g6p7iv,19,17-21,Feminino,Branca,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,FALSE,,TRUE,Minas Gerais (MG),MG,Sudeste,1,,Não tenho graduação formal,,FALSE,Empregado (CLT),Finanças ou Bancos,Acima de 3.000,0,,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,de 3 a 4 anos,7000
2233,hldpksbu4du9bw8q59hldpkej0pldxhn,25,25-29,Masculino,Branca,Não,,FALSE,,TRUE,Bahia (BA),BA,Nordeste,1,,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,TRUE,Empregado (CLT),Área de Consultoria,de 101 a 500,0,,Analista de Dados/Data Analyst,Pleno,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,3500
2234,hlb8qgo4m3m5056cewwathlb8qgokpdf,24,22-24,Masculino,Branca,Não,,FALSE,,TRUE,São Paulo (SP),SP,Sudeste,1,,Graduação/Bacharelado,Outras Engenharias,FALSE,Empregado (CLT),Tecnologia/Fábrica de Software,Acima de 3.000,0,,Analista de BI/BI Analyst,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,10000
2235,hlah8ipodcfynyjh7jfwhlah8i3g33f4,34,30-34,Feminino,Parda,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia, Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",FALSE,"Senioridade das vagas recebidas em relação à sua experiência, Oportunidades de progressão de carreira, Velocidade de progressão de carreira, Nível de cobrança no trabalho / Stress no trabalho, Atenção dada pelas pessoas diante das minhas opiniões e ideias",TRUE,São Paulo (SP),SP,Sudeste,1,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,TRUE,Empregado (CLT),Tecnologia/Fábrica de Software,de 1.001 a 3.000,0,,Analista de Dados/Data Analyst,Sênior,de R$ 16.001/mês a R$ 20.000/mês,de 7 a 10 anos,de 1 a 2 anos,18000
2236,hl6o0pa6thl9jas639zocl5jc92fzy2q,30,30-34,Feminino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,FALSE,,TRUE,São Paulo (SP),SP,Sudeste,0,Centro-oeste,Pós-graduação,Ciências Sociais,FALSE,Empregado (CLT),Educação,de 11 a 50,0,,Outra Opção,Pleno,de R$ 8.001/mês a R$ 12.000/mês,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,10000
2237,hkwrjlgsfiuefoyvhkwrj0z7memd7ne5,34,30-34,Masculino,Branca,Não,,FALSE,,TRUE,São Paulo (SP),SP,Sudeste,1,,Graduação/Bacharelado,Outras Engenharias,FALSE,Empregado (CLT),Setor Farmaceutico,Acima de 3.000,0,,Analista de Inteligência de Mercado/Market Intelligence,Sênior,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,5000
2238,hkvigqdyl1k0f96ea3i7hkvigpv9ul2l,29,25-29,Feminino,Branca,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,FALSE,,TRUE,Paraná (PR),PR,Sul,1,,Pós-graduação,Outras Engenharias,FALSE,Empregado (CLT),Setor de Energia,Acima de 3.000,1,Supervisor/Coordenador,,,de R$ 8.001/mês a R$ 12.000/mês,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,10000
2239,hkegsl0v74mrzgjfhkegslmxy0p6rikw,32,30-34,Masculino,Branca,Não,,FALSE,,TRUE,Minas Gerais (MG),MG,Sudeste,1,,Graduação/Bacharelado,Outra opção,FALSE,Empregado (CLT),Setor de Energia,Acima de 3.000,0,,Analista de Dados/Data Analyst,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,5000
2240,hk4usk3wk4ee9fj8n2hk4usk31njdh0j,32,30-34,Masculino,Branca,Não,,FALSE,,TRUE,Paraná (PR),PR,Sul,0,Sudeste,Pós-graduação,Outras Engenharias,FALSE,Vivo no Brasil e trabalho remoto para empresa de fora do Brasil,Setor de Energia,de 1.001 a 3.000,0,,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 6 anos,de 7 a 10 anos,10000
2241,hk41a3gkkzhgo638wehk41a3j38bx1hn,32,30-34,Feminino,Branca,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,FALSE,,TRUE,Minas Gerais (MG),MG,Sudeste,1,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,TRUE,Empregado (CLT),Tecnologia/Fábrica de Software,de 501 a 1.000,0,,Analista de Dados/Data Analyst,Sênior,de R$ 6.001/mês a R$ 8.000/mês,de 7 a 10 anos,de 7 a 10 anos,7000
2242,hj6eqz0oo9n7wrzv9wa3r8nhj6eqz0us,31,30-34,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,FALSE,,TRUE,Pernambuco (PE),PE,Nordeste,1,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,TRUE,Somente Estudante (pós-graduação),,,,,,,,,,
2243,hiviucaxxden3is7d5gzhghiviucc4vn,31,30-34,Masculino,Branca,Não,,FALSE,,TRUE,São Paulo (SP),SP,Sudeste,0,Sul,Pós-graduação,Outras Engenharias,FALSE,Empregado (CLT),Internet/Ecommerce,Acima de 3.000,0,,Analista de Dados/Data Analyst,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,10000
2244,hisp30b06nr0t3y3o971ohisp30b4cce,37,35-39,Masculino,Branca,Não,,FALSE,,TRUE,São Paulo (SP),SP,Sudeste,1,,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,TRUE,Empregado (CLT),Educação,de 501 a 1.000,1,Supervisor/Coordenador,,,de R$ 12.001/mês a R$ 16.000/mês,Mais de 10 anos,de 3 a 4 anos,14000
2245,his78jwk81fyz20ehis78z1mykmrv6ov,25,25-29,Masculino,Branca,Não,,FALSE,,TRUE,Rio de Janeiro (RJ),RJ,Sudeste,1,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,TRUE,Empreendedor ou Empregado (CNPJ),Internet/Ecommerce,de 101 a 500,0,,Cientista de Dados/Data Scientist,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,5000
2246,hirgfngs2mzmszhirgfzmlfqivpm913g,30,30-34,Masculino,Parda,Sim,Não acredito que minha experiência profissional seja afetada devido a esses fatores,FALSE,,TRUE,Paraná (PR),PR,Sul,1,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,TRUE,Empregado (CLT),Varejo,Acima de 3.000,0,,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 7 a 10 anos,de 5 a 6 anos,14000
2247,hipiks063zcp8ltc7hipihb4q4ptp2vo,26,25-29,Masculino,Branca,Não,,FALSE,,TRUE,São Paulo (SP),SP,Sudeste,1,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,TRUE,Empregado (CLT),Tecnologia/Fábrica de Software,Acima de 3.000,0,,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,de 1 a 2 anos,5000
